User ID,Anonymized User ID,Course Specific Anonymized User ID
9447,fae73678e9407c55973953c389e4f2e5,34c3e0430e876e3fa585c114851c7e07
103159,e9708ee65c3cae00394f632d81c1b530,cdd79e970e0edaf04077b22728776fe5
152594,2ca014f15f0a6fd12bc6a0693ec72910,6a708742fb9c23c13ca0a2df32e05889
215562,de7213114e1a51e5743753ff8e094618,a51d415cc7a1e5bd758eea47a9ba9580
317898,b8a36ecaef7ba5aac0254de71b34a755,dee6c5bee909632a350f4a83778f7c92
338964,90dfb8e56ea5245ff1a003ff7d47b23f,441737ae9dff0a6cfa9c1876e544ffec
365771,934f92b25fc4819d217f19e2014c1ecd,ee6743469f6a63fbea7a15defe497afd
494133,ad9a06240e4ae0ec8badec67b6d37719,bc307bda851da28f4745655d4d46a994
619332,f2eeba9adb05be2c13e13b7ad6678201,a2f7310f360215d1c5537a989d7c5d9c
650549,b5605a463fb438908606fc5a7e76a7c5,205911f510ec970d4ac9f650345bf507
775211,95944a83dd596424d1661bd1c0e24886,373c740cafefcaa6742703731424a5f7
798277,f44ee479e359d4d8865f9405ef8aa6ea,40e4f7fdb52e8eafe9d0d4de8236f259
1057293,1d6973448a797c18c98c3b4082a8dd69,13e127b33d54ec30890bc0bd6d699f99
1087447,d9720dd3532711cab005b42e1bd9fcb1,1d3fbe9c2e61896d463810c8eae827a0
1107430,e564d22ba62fc396e9ff85bd7a5d8127,a926badb48c814762404b0ae54cd5e04
1193836,c996dc104a02e0e2dfd576455c44c18a,38703d9bc4493ce1d81c747f0d9bf44c
1436093,45b86498996ff4dea3eb9023c1832f29,e4f3c1eca0f391e23ba6d676c6995dbd
1448240,63eee18a045ef0c358b4408a706d23c8,ba1f09d4b70efa0f4ff1c8ab460ba54c
1659162,b915144801020f1ae91bb95901b6f90d,9812ce49cbbe25434424bbd944214370
1681034,a6e4c8abd8505492dd01ff521abbe46d,7c298189f5253a4d524107e360723e13
1695772,8f4f1c60fc0d285c904be738c0480bb4,1d07d7fd13f0f209da7c8d1241d3c854
1709667,6235ca492d683e059f09d639e296718a,dc51aca452c726943ef72ea5ef998963
1886610,ff7afa893a7b119ca7288ecc19748f03,688e1f2116f789fdf5b8f5511671cdb4
1945913,f57242d301f3eb38ac7e4f74eb01c6db,c69d246a57cb1fe6c8fcb3a37fb76203
2095026,45cd0b192497ce005959964fb8f82bb2,2278d54669cfe7e1d0f481b1910ef4ea
2150917,4556f7ec02faa3af4592f6a917081b0e,bfa06464858a0ae2fc999dec4b1e5891
2196164,d14a93e3d74aeecb60871d0c5dfb0aaf,792ff1037257fc449b7701924f99673d
2332529,3a1ec7d6af7e8fe39057f3b4d058cc12,bc9127d3d78dde34d5065e1ae344dce3
2367608,3fc3ed6976bd6d7712ed037988a66519,5a9b416fbf6dc98ddaf2562272ba88f5
2389622,8dec258930a7d9eee3f7dbbc9de0fc0a,e7c4b7a06a8582cc6b0e38dc4a89c0db
2509310,a0973d8a21237e42bdddea4469db866b,2d514aae172806cd389c768dcfc27fe3
2775356,bd7de7e3c94c4744e478ed629e85ded5,3c43b5d6b802d69adf7b9d13b389cba7
2940147,c523ddf8a6f62cf832e08a57b716eb8c,b988892ba9617844ef3c5d5cee50f27e
2953930,2f4ee457a0c8f997cd9914df09a75b6f,a91bfdebf21e72ef07a34cfc20295cbd
2999993,8dfecd69769156ec10fab9f09a7505d2,86ce100ce1716d8bea9d32d02a61d310
3108962,781b882529e898d2e55ae54580bcddcf,35b53d312c4a0f720c12ff8ae579d3cb
3144695,f1371b582708b942019f07f6e2d8318b,2b4d6357b4361872a6d92a164b878792
3195953,5951884a49277886bd53285d25af3406,86d56f97a6fecfd7288c8383bbd524fe
